f_WORD,f_LENG,f_FREQ,f_FLAG
АФФИКС,6,0,0
АФФИКСАЦИЯ,10,0,0
АФФИНАЖ,7,0,0
АФФИНАЦИЯ,9,0,0
АФФИНОР,7,0,0
АФФРИКАТА,9,0,0
АХАНЬЕ,6,0,0
АХЕЕЦ,5,0,0
АХИ,3,0,0
АХИЛИЯ,6,0,0
АХОЛИЯ,6,0,0
АХОНДРИТ,8,0,0
АХРОМАТ,7,0,0
АХРОМАТИЗМ,10,0,0
АХРОМАТИН,9,0,0
АХРОМАТОПСИЯ,12,0,0
АХРОМИЯ,7,0,0
АХСАРБЕК,8,0,0
АХТЕРЛЮК,8,0,0
АХТЕРПИК,8,0,0
АХТЕРШТЕВЕНЬ,12,0,0
АЦЕТАЛЬДЕГИД,12,0,0
АЦЕТАНИЛИД,10,0,0
АЦЕТИЛ,6,0,0
АЦЕТИЛЕН,8,0,0
АЦЕТИЛХОЛИН,11,0,0
АЦЕТИЛЦЕЛЛЮЛОЗА,15,0,0
АЦЕТОМЕТР,9,0,0
АЦЕТОНИД,8,0,0
АЦИДИМЕТРИЯ,11,0,0
АЦИДОЗ,6,0,0
АЦИДОФИЛИН,10,0,0
АЦИДОФИЛИЯ,10,0,0
АЦИКЛИЧНОСТЬ,12,0,0
АЦРОПТИЛОН,10,0,0
АШКЕЛОНЕЦ,9,0,0
АШУГ,4,0,0
АШХАБАДЕЦ,9,0,0
АШХАБАДКА,9,0,0
АЭРАРИЙ,7,0,0
АЭРАТОР,7,0,0
АЭРЕНХИМА,9,0,0
АЭРОАВИАЛИНИЯ,13,0,0
АЭРОАКУСТИК,11,0,0
АЭРОАЛЛЕРГЕН,12,0,0
АЭРОБИОЗ,8,0,0
АЭРОБИОЛОГИЯ,12,0,0
АЭРОГАММАРАДИОМЕТР,18,0,0
АЭРОГЕЛЬ,8,0,0
АЭРОГЕОДЕЗИЯ,12,0,0
АЭРОГЕОЛОГИЯ,12,0,0
АЭРОГЕОФИЗИК,12,0,0
АЭРОГРАММА,10,0,0
АЭРОГРАФ,8,0,0
АЭРОГРАФИЯ,10,0,0
АЭРОКАМЕРА,10,0,0
АЭРОЛАГ,7,0,0
АЭРОЛАК,7,0,0
АЭРОЛИТ,7,0,0
АЭРОЛИФТ,8,0,0
АЭРОЛОГ,7,0,0
АЭРОЛОГИЯ,9,0,0
АЭРОЛОЦИЯ,9,0,0
АЭРОМАНТИЯ,10,0,0
АЭРОМЕТЕОРОГРАФ,15,0,0
АЭРОМЕТР,8,0,0
АЭРОМЕТРИЯ,10,0,0
АЭРОН,5,0,0
АЭРОНАВИГАЦИЯ,13,0,0
АЭРОНАВТ,8,0,0
АЭРОНАВТИКА,11,0,0
АЭРОНЕВРОЗ,10,0,0
АЭРОНОМИЯ,9,0,0
АЭРОПАРК,8,0,0
АЭРОПАТИЯ,9,0,0
АЭРОПЛАНКТОН,12,0,0
АЭРОПОЕЗД,9,0,0
АЭРОСАНИ,8,0,0
АЭРОСЕВ,7,0,0
АЭРОСИДЕРИТ,11,0,0
АЭРОСНИМОК,10,0,0
АЭРОСОЛОСКОП,12,0,0
АЭРОСОЛЯРИЙ,11,0,0
АЭРОСТАТИКА,11,0,0
АЭРОСФЕРА,9,0,0
АЭРОСЪЕМКА,10,0,0
АЭРОТАКСИС,10,0,0
АЭРОТАНК,8,0,0
АЭРОТЕНК,8,0,0
АЭРОТЕРАПИЯ,11,0,0
АЭРОТЕРМОМЕТР,13,0,0
АЭРОТРОПИЗМ,11,0,0
АЭРОУЗЕЛ,8,0,0
АЭРОФИЛАТЕЛИЯ,13,0,0
АЭРОФИЛЬТР,10,0,0
АЭРОФИТ,7,0,0
АЭРОФЛОТ,8,0,0
АЭРОФОБИЯ,9,0,0
АЭРОФОН,7,0,0
АЭРОФОР,7,0,0
АЭРОФОТОГРАММЕТРИЯ,18,0,0
АЭРОФОТОГРАФИЯ,14,0,0
АЭРОФОТОКАРТА,13,0,0
АЭРОФОТОТОПОГРАФИЯ,18,0,0
АЭРОФОТОТРАНСФОРМАТОР,21,0,0
АЭРОЭМБОЛИЯ,11,0,0
АЮРВЕДА,7,0,0
БЕРДО,5,0,0
БЕРЦЕ,5,0,0
БАБЕНОЧКА,9,0,0
БАБЕШКА,7,0,0
БАБАХАНЬЕ,9,0,0
БАБАШКА,7,0,0
БАББИТ,6,0,0
БАБОЧНИЦА,9,0,0
БАБР,4,0,0
БАБУВИЗМ,8,0,0
БАБУИН,6,0,0
БАБУСЕНЬКА,10,0,0
БАБУША,6,0,0
БАБУШЕЧКА,9,0,0
БАБУШИ,6,0,0
БАВАРКА,7,0,0
БАГ,3,0,0
БАГАМЕЦ,7,0,0
БАГАМКА,7,0,0
БАГАТЕЛЬ,8,0,0
БАГАУД,6,0,0
БАГДАДЕЦ,8,0,0
БАГДАДКА,8,0,0
БАГЕР,5,0,0
БАГЕРМЕЙСТЕР,12,0,0
БАГЕТКА,7,0,0
БАГЕТЧИК,8,0,0
БАГЕТЧИЦА,9,0,0
БАГЛАЙ,6,0,0
БАГОРЩИК,8,0,0
БАГРАЙ,6,0,0
БАГРЕНИЕ,8,0,0
БАГРЕЦ,6,0,0
БАГРИЛЬЩИК,10,0,0
БАГРОВИЩЕ,9,0,0
БАГРОВОСТЬ,10,0,0
БАГРЯНЕЦ,8,0,0
БАГРЯНИК,8,0,0
БАГРЯНИЦА,9,0,0
БАГРЯНКА,8,0,0
БАГРЯНОСТЬ,10,0,0
БАДАН,5,0,0
БАДЕЕЧКА,8,0,0
БАДЕЙКА,7,0,0
БАДЕЙЩИК,8,0,0
БАДМИНТОНИСТ,12,0,0
БАДЬЯН,6,0,0
БАЗ,3,0,0
БАЗАМЕНТ,8,0,0
БАЗАРОВЩИНА,11,0,0
БАЗАРЩИНА,9,0,0
БАЗИДИЙ,7,0,0
БАЗИДИОСПОРА,12,0,0
БАЗИЛЕКТ,8,0,0
БАЗИРОВКА,9,0,0
БАЗОВИК,7,0,0
БАЗОФИЛ,7,0,0
БАЗУКА,6,0,0
БАЙБАК,6,0,0
БАЙДАК,6,0,0
БАЙДАРОЧНИК,11,0,0
БАЙКАЛИТ,8,0,0
БАЙКОНУР,8,0,0
БАЙОНЕТ,7,0,0
БАЙПАС,6,0,0
БАЙРАК,6,0,0
БАЙРАМ,6,0,0
БАЙРОНИЗМ,9,0,0
БАЙРОНИСТ,9,0,0
БАЙРЯК,6,0,0
БАЙСТВО,7,0,0
БАКАЛЕЙЩИК,10,0,0
БАКАЛЕЯ,7,0,0
БАКАН,5,0,0
БАКАУТ,6,0,0
БАКБОРТ,7,0,0
БАКЕЛИТ,7,0,0
БАКЕНЩИК,8,0,0
БАКИНКА,7,0,0
БАКЛАГА,7,0,0
БАКЛАЖАНЧИК,11,0,0
БАКЛАЖКА,8,0,0
БАКЛУШИ,7,0,0
БАКПОРТ,7,0,0
БАКТ,4,0,0
БАКТЕРИЕМИЯ,11,0,0
БАКТЕРИЗАЦИЯ,12,0,0
БАКТЕРИОЗ,9,0,0
БАКТЕРИОЛИЗ,11,0,0
БАКТЕРИОЛИЗИН,13,0,0
БАКТЕРИОЛОГ,11,0,0
БАКТЕРИОЛОГИЯ,13,0,0
БАКТЕРИОРОДОПСИН,16,0,0
БАКТЕРИОСКОПИЯ,14,0,0
БАКТЕРИОСТАТ,12,0,0
БАКТЕРИОФАГИЯ,13,0,0
БАКТЕРИЦИД,10,0,0
БАКТРИАН,8,0,0
БАКТРИЕЦ,8,0,0
БАКТРИЙКА,9,0,0
БАКУНИСТ,8,0,0
БАКХИЙ,6,0,0
БАКШИШ,6,0,0
БАКШТАГ,7,0,0
БАКШТЕЙН,8,0,0
БАКШТОВ,7,0,0
БАЛАБАН,7,0,0
БАЛАБОШКА,9,0,0
БАЛАГАНЩИК,10,0,0
БАЛАГАНЩИНА,11,0,0
БАЛАГАНЩИЦА,11,0,0
БАЛАГУРКА,9,0,0
БАЛАГУРСТВО,11,0,0
БАЛАКАНЬЕ,9,0,0
БАЛАЛАЕЧКА,10,0,0
БАЛАЛАЕЧНИЦА,12,0,0
БАЛАЛАЙЩИК,10,0,0
БАЛАМУТ,7,0,0
БАЛАМУТКА,9,0,0
БАЛАНСЕР,8,0,0
БАЛАНСЕРКА,10,0,0
БАЛАНСИР,8,0,0
БАЛАНСИРОВЩИК,13,0,0
БАЛАНСОДЕРЖАТЕЛЬ,16,0,0
БАЛЕЙ,5,0,0
БАЛЕСТРА,8,0,0
БАЛЕТКИ,7,0,0
БАЛЕТОМАН,9,0,0
БАЛЕТОМАНИЯ,11,0,0
БАЛЕТОМАНКА,11,0,0
БАЛКАР,6,0,0
БАЛКАРЕЦ,8,0,0
БАЛКАРКА,8,0,0
БАЛЛАДНИК,9,0,0
БАЛЛАСТЕР,9,0,0
БАЛЛАСТИНА,10,0,0
БАЛЛАСТИРОВКА,13,0,0
БАЛЛАСТОУПЛОТНИТЕЛЬ,19,0,0
БАЛЛЕР,6,0,0
БАЛЛИСТА,8,0,0
БАЛЛИСТИТ,9,0,0
БАЛЛИСТОКАРДИОГРАФ,18,0,0
БАЛЛИСТОКАРДИОГРАФИЯ,20,0,0
БАЛЛОНЕТ,8,0,0
БАЛЛОНООГРАНИЧИТЕЛЬ,19,0,0
БАЛЛОНЩИК,9,0,0
БАЛЛОТИРОВАНИЕ,14,0,0
БАЛЛОТИРОВКА,12,0,0
БАЛЛЬНИК,8,0,0
БАЛМАКАН,8,0,0
БАЛМОРАЛ,8,0,0
БАЛОВНИК,8,0,0
БАЛОВНИЦА,9,0,0
БАЛОЧКА,7,0,0
БАЛТИЕЦ,7,0,0
БАЛЫЧОК,7,0,0
БАЛЬЗА,6,0,0
БАЛЬЗАМИРОВАНИЕ,15,0,0
БАЛЬЗАМИРОВКА,13,0,0
БАЛЬЗАМИРОВЩИК,14,0,0
БАЛЬНЕОГРАФИЯ,13,0,0
БАЛЬНЕОЛОГ,10,0,0
БАЛЬНЕОЛОГИЯ,12,0,0
БАЛЬНЕОТЕРАПИЯ,14,0,0
БАЛЯСИНКА,9,0,0
БАЛЯСНИК,8,0,0
БАЛЯСЫ,6,0,0
БАМИЯ,5,0,0
БАНАННИК,8,0,0
БАНАНОЕД,8,0,0
БАНАНЧИК,8,0,0
БАНГ,4,0,0
БАНГАЛОРЕЦ,10,0,0
БАНГИЕЦ,7,0,0
БАНГЛАДЕШЕЦ,11,0,0
БАНГЛАДЕШКА,11,0,0
БАНДАЖИСТ,9,0,0
БАНДАЖИСТКА,11,0,0
БАНДАЖНИК,9,0,0
БАНДЕРИЛЬЯ,10,0,0
БАНДЕРОЛЬКА,11,0,0
БАНДЕРША,8,0,0
БАНДИКУТ,8,0,0
БАНДИТКА,8,0,0
БАНДУРИСТ,9,0,0
БАНДУРИСТКА,11,0,0
БАНЕР,5,0,0
БАНКАБРОШ,9,0,0
БАНКАБРОШНИЦА,13,0,0
БАНКИРША,8,0,0
БАНКОМЕТ,8,0,0
БАННЕРЕТ,8,0,0
БАННИК,6,0,0
БАНТЕНГ,7,0,0
БАНЧИШКО,8,0,0
БАНЧОК,6,0,0
БАНЩИЦА,7,0,0
БАНЬЯН,6,0,0
БАПТИЗМ,7,0,0
БАПТИСТЕРИЙ,11,0,0
БАПТИСТКА,9,0,0
БАРАБАНЩИЦА,11,0,0
БАРАБУЛЬКА,10,0,0
БАРАКАН,7,0,0
БАРАНЕЦ,7,0,0
БАРАНОК,7,0,0
БАРАНОЧНИК,10,0,0
БАРАНЧИК,8,0,0
БАРАТРИЯ,8,0,0
БАРАХОЛЬЩИК,11,0,0
БАРАХОЛЬЩИЦА,12,0,0
БАРАХТАНЬЕ,10,0,0
БАРБАДОСЕЦ,10,0,0
БАРБАДОСКА,10,0,0
БАРБАКАН,8,0,0
БАРБАРИСНИК,11,0,0
БАРБЕТ,6,0,0
БАРБИТАЛ,8,0,0
БАРБИТУРАТ,10,0,0
БАРБОСКА,8,0,0
БАРБОТЕР,8,0,0
БАРБОТИН,8,0,0
БАРБУДЕЦ,8,0,0
БАРБУДКА,8,0,0
БАРБУС,6,0,0
БАРВИНОК,8,0,0
БАРГОУТ,7,0,0
БАРГУЗИН,8,0,0
БАРЕЖ,5,0,0
БАРЕТКА,7,0,0
БАРЕТТЕР,8,0,0
БАРИБАЛ,7,0,0
БАРИОН,6,0,0
БАРИОНИЙ,8,0,0
БАРИСФЕРА,9,0,0
БАРИТ,5,0,0
БАРИЦЕНТР,9,0,0
БАРИЧ,5,0,0
БАРКАРОЛА,9,0,0
БАРКАРОЛЛА,10,0,0
ДЕБАРКАЦИЯ,10,0,0
БАРКЕНТИНА,10,0,0
БАРМИЦА,7,0,0
БАРМЫ,5,0,0
БАРН,4,0,0
БАРНАУЛЕЦ,9,0,0
БАРОГРАММА,10,0,0
БАРОГРАФ,8,0,0
БАРОМЕТРИЯ,10,0,0
БАРОНГ,6,0,0
БАРОНЕТ,7,0,0
БАРОНСТВО,9,0,0
БАРОРЕЦЕПТОР,12,0,0
БАРОСКОП,8,0,0
БАРОСТАТ,8,0,0
БАРОСФЕРА,9,0,0
БАРОТЕРАПИЯ,11,0,0
БАРОТЕРМОМЕТР,13,0,0
БАРОЧНИК,8,0,0
БАРРАЖ,6,0,0
БАРРАЖИРОВАНИЕ,14,0,0
БАРРИСТЕР,9,0,0
БАРСЕНОК,8,0,0
БАРСЕЛОНЕЦ,10,0,0
БАРСЕЛОНКА,10,0,0
БАРСТВЕННОСТЬ,13,0,0
БАРСТЕР,7,0,0
БАРСУЧОНОК,10,0,0
БАРХАТИСТОСТЬ,13,0,0
БАРХАТКА,8,0,0
БАРХАТНИК,9,0,0
БАРХАТНОСТЬ,11,0,0
БАРХОУТ,7,0,0
БАРЧОНОК,8,0,0
БАРШАЙ,6,0,0
БАРЩИННИК,9,0,0
БАРЫНЬКА,8,0,0
БАРЫШНИК,8,0,0
БАРЫШНИЧЕСТВО,13,0,0
БАРЬЕРИСТ,9,0,0
БАСЕНКА,7,0,0
БАСЕННИК,8,0,0
БАСИНГ,6,0,0
БАСИЩЕ,6,0,0
БАСКА,5,0,0
БАСКАК,6,0,0
БАСКЕТБОЛИСТКА,14,0,0
БАСКОНКА,8,0,0
БАСМА,5,0,0
БАСМАЧЕСТВО,11,0,0
БАСНОПИСЕЦ,10,0,0
БАСНОСЛОВИЕ,11,0,0
БАСНОСЛОВНОСТЬ,14,0,0
БАСОН,5,0,0
БАСОНЩИК,8,0,0
БАСОНЩИЦА,9,0,0
БАССЕТ,6,0,0
БАССЕТГОРН,10,0,0
БАСТАРД,7,0,0
БАСТОНАДА,9,0,0
БАСТР,5,0,0
БАСУРМАНИН,10,0,0
БАСУРМАНКА,10,0,0
БАСУРМАНЩИНА,12,0,0
БАТАЛЕР,7,0,0
БАТАЛЕРКА,9,0,0
БАТАЛИСТ,8,0,0
БАТАЛЬОННЫЙ,11,0,0
БАТАН,5,0,0
БАТАРЕЕЦ,8,0,0
БАТАТ,5,0,0
БАТИГРАММА,10,0,0
БАТИК,5,0,0
БАТИМЕТРИЯ,10,0,0
БАТИПИТОМЕТР,12,0,0
БАТИПЛАН,8,0,0
БАТИСФЕРА,9,0,0
БАТИТЕРМОГРАФ,13,0,0
БАТМАН,6,0,0
БАТНИК,6,0,0
БАТОКС,6,0,0
БАТОЛИТ,7,0,0
БАТОМЕТР,8,0,0
БАТОПОРТ,8,0,0
БАТРАЧЕСТВО,11,0,0
БАТРАЧКА,8,0,0
БАТРАЧОНОК,10,0,0
БАТУД,5,0,0
БАТУН,5,0,0
БАТЫРЬ,6,0,0
БАУЛЬЧИК,8,0,0
БАФИЯ,5,0,0
БАХАНЬЕ,7,0,0
БАХВАЛ,6,0,0
БАХВАЛКА,8,0,0
БАХРЕЙНЕЦ,9,0,0
БАХРЕЙНКА,9,0,0
БАХРОМКА,8,0,0
БАХРОМЩИЦА,10,0,0
БАХЧЕВНИК,9,0,0
БАХЧЕВОД,8,0,0
БАХЧЕВОДСТВО,12,0,0
БАЦИЛЛЕМИЯ,10,0,0
БАЦИЛЛОНОСИТЕЛЬ,15,0,0
БАЦИЛЛОНОСИТЕЛЬСТВО,19,0,0
БАШКИРКА,8,0,0
БАШКОВИТОСТЬ,12,0,0
БАШКОРТОСТАНЕЦ,14,0,0
БАШКОРТОСТАНКА,14,0,0
БАШЛЫЧОК,8,0,0
БАШМАЧНИК,9,0,0
БАШМАЧНИЦА,10,0,0
БАШНЕР,6,0,0
БАЮКАНЬЕ,8,0,0
БАЯДЕРА,7,0,0
БЕВАТРОН,8,0,0
БЕГАНЬЕ,7,0,0
БЕГУНОК,7,0,0
БЕГУНЫ,6,0,0
БЕГУНЬЯ,7,0,0
БЕГУЭН,6,0,0
БЕДЕКЕР,7,0,0
БЕДЛЕНД,7,0,0
БЕДНЫЙ,6,0,0
БЕДНЯЧЕСТВО,11,0,0
БЕДНЯЧКА,8,0,0
БЕДОКУР,7,0,0
БЕДОКУРКА,9,0,0
БЕДРОК,6,0,0
БЕДУИНКА,8,0,0
БЕЕЧКА,6,0,0
БЕЖЕНСТВО,9,0,0
БЕЖТИНЕЦ,8,0,0
БЕЖТИНКА,8,0,0
БЕЗАЛАБЕРЩИНА,13,0,0
БЕЗАППЕЛЯЦИОННОСТЬ,18,0,0
БЕЗБИЛЕТНИЦА,12,0,0
БЕЗБОЖНИЦА,10,0,0
БЕЗБОЛЕЗНЕННОСТЬ,16,0,0
БЕЗБОЯЗНЕННОСТЬ,15,0,0
БЕЗБРЕЖИЕ,9,0,0
БЕЗБРЕЖНОСТЬ,12,0,0
БЕЗВЕТРЕННОСТЬ,14,0,0
БЕЗВИННОСТЬ,11,0,0
БЕЗВКУСИЕ,9,0,0
БЕЗВОДИЦА,9,0,0
БЕЗВОДНОСТЬ,11,0,0
БЕЗВОДЬЕ,8,0,0
БЕЗВОЗВРАТНОСТЬ,15,0,0
БЕЗВОЗМЕЗДНОСТЬ,15,0,0
БЕЗВРЕМЕННИК,12,0,0
БЕЗВРЕМЕННОСТЬ,14,0,0
БЕЗГЛАСНОСТЬ,12,0,0
БЕЗГОЛОСИЦА,11,0,0
БЕЗГРЕШНОСТЬ,12,0,0
БЕЗДЕЙСТВЕННОСТЬ,16,0,0
БЕЗДЕЛКА,8,0,0
БЕЗДЕЛЬНИЦА,11,0,0
БЕЗДЕЛЬНИЧАНЬЕ,14,0,0
БЕЗДЕЛЬНИЧЕСТВО,15,0,0
БЕЗДЕНЕЖНОСТЬ,13,0,0
БЕЗДЕТНОСТЬ,11,0,0
БЕЗДОЖДИЕ,9,0,0
БЕЗДОКАЗАТЕЛЬНОСТЬ,18,0,0
БЕЗДОЛЬЕ,8,0,0
БЕЗДОМНИК,9,0,0
БЕЗДОМОВНИК,11,0,0
БЕЗДОННОСТЬ,11,0,0
БЕЗДОХОДНОСТЬ,13,0,0
БЕЗДУМНОСТЬ,11,0,0
БЕЗДУШНОСТЬ,11,0,0
БЕЗЖИЗНЕННОСТЬ,14,0,0
БЕЗЗАВЕТНОСТЬ,13,0,0
БЕЗЗАКОННИК,11,0,0
БЕЗЗАКОННИЦА,12,0,0
БЕЗЗАКОННОСТЬ,13,0,0
БЕЗЗАСТЕНЧИВОСТЬ,16,0,0
БЕЗЗВУЧИЕ,9,0,0
БЕЗЗВУЧНОСТЬ,12,0,0
БЕЗЗЕМЕЛЬЕ,10,0,0
БЕЗЗЛОБИЕ,9,0,0
БЕЗЗЛОБНОСТЬ,12,0,0
БЕЗЗУБКА,8,0,0
БЕЗЗУБОСТЬ,10,0,0
БЕЗИК,5,0,0
БЕЗЛЕСЬЕ,8,0,0
БЕЗЛИЧИЕ,8,0,0
БЕЗЛИЧНОСТЬ,11,0,0
БЕЗЛОШАДНИК,11,0,0
БЕЗЛУНИЕ,8,0,0
БЕЗМАТОК,8,0,0
БЕЗМЕН,6,0,0
БЕЗМОЗГЛОСТЬ,12,0,0
БЕЗНАЛ,6,0,0
БЕЗНАЧАЛИЕ,10,0,0
БЕЗОБИДНОСТЬ,12,0,0
БЕЗОБЛАЧНОСТЬ,13,0,0
БЕЗОБРАЗИНА,11,0,0
БЕЗОБРАЗНИК,11,0,0
БЕЗОБРАЗНИЦА,12,0,0
БЕЗОБРАЗНОСТЬ,13,0,0
БЕЗОГОВОРОЧНОСТЬ,16,0,0
БЕЗОСНОВАТЕЛЬНОСТЬ,18,0,0
БЕЗОТВЕТНОСТЬ,13,0,0
БЕЗОТЛАГАТЕЛЬНОСТЬ,18,0,0
БЕЗОТЛУЧНОСТЬ,13,0,0
БЕЗОТНОСИТЕЛЬНОСТЬ,18,0,0
БЕЗОТРАДНОСТЬ,13,0,0
БЕЗОТЧЕТНОСТЬ,13,0,0
БЕЗОШИБОЧНОСТЬ,14,0,0
БЕЗРАДОСТНОСТЬ,14,0,0
БЕЗРАЗДЕЛЬНОСТЬ,15,0,0
БЕЗРАЗЛИЧНОСТЬ,14,0,0
БЕЗРАССУДНОСТЬ,14,0,0
БЕЗРЕЗУЛЬТАТНОСТЬ,17,0,0
БЕЗРОПОТНОСТЬ,13,0,0
БЕЗРУКОСТЬ,10,0,0
БЕЗУБЫТОЧНОСТЬ,14,0,0
БЕЗУДАРНОСТЬ,12,0,0
БЕЗУДЕРЖНОСТЬ,13,0,0
БЕЗУКОРИЗНЕННОСТЬ,17,0,0
БЕЗУСПЕШНОСТЬ,13,0,0
БЕЗУТЕШНОСТЬ,12,0,0
БЕЗУЧАСТИЕ,10,0,0
БЕЗУЧАСТНОСТЬ,13,0,0
БЕЗЪЯЗЫЧИЕ,10,0,0
БЕЗЫДЕЙНОСТЬ,12,0,0
БЕЗЫЗВЕСТНОСТЬ,14,0,0
БЕЗЫНИЦИАТИВНОСТЬ,17,0,0
БЕЗЫСКУССТВЕННОСТЬ,18,0,0
БЕЙ,3,0,0
БЕЙДЕВИНД,9,0,0
БЕЙКА,5,0,0
БЕЙЛЕР,6,0,0
БЕЙЛИФ,6,0,0
БЕЙРУТЕЦ,8,0,0
БЕЙРУТКА,8,0,0
БЕЙСБОЛИСТ,10,0,0
БЕЙСБОЛИСТКА,12,0,0
БЕЙСИК,6,0,0
БЕЙТ,4,0,0
БЕЙФУТ,6,0,0
БЕЙШЛОТ,7,0,0
БЕКАР,5,0,0
БЕКАС,5,0,0
БЕКАСИННИК,10,0,0
БЕКАСНИЦА,9,0,0
БЕКЕШКА,7,0,0
БЕККЕРЕЛЬ,9,0,0
БЕККЕРЕЛЬМЕТР,13,0,0
БЕККРОСС,8,0,0
БЕКОНИЗАЦИЯ,11,0,0
БЕКТРЕКИНГ,10,0,0
БЕКХЕНД,7,0,0
БЕЛ,3,0,0
БЕЛЕК,5,0,0
БЕЛГ,4,0,0
БЕЛГОРОДЕЦ,10,0,0
БЕЛГОРОДКА,10,0,0
БЕЛГРАДЕЦ,9,0,0
БЕЛГРАДКА,9,0,0
БЕЛЕБЕЙ,7,0,0
БЕЛЕМНИТ,8,0,0
БЕЛЕНИЕ,7,0,0
БЕЛЕСОВАТОСТЬ,13,0,0
БЕЛЕЦ,5,0,0
БЕЛИ,4,0,0
БЕЛИЗЕЦ,7,0,0
БЕЛИЛЬНЯ,8,0,0
БЕЛИЛЬЩИК,9,0,0
БЕЛИЛЬЩИЦА,10,0,0
БЕЛИТЕЛЬ,8,0,0
БЕЛИЦА,6,0,0
БЕЛКОВИНА,9,0,0
БЕЛЛАДОННА,10,0,0
БЕЛЛЕТРИЗАЦИЯ,13,0,0
БЕЛЛИК,6,0,0
БЕЛОБИЛЕТНИК,12,0,0
БЕЛОБОЧКА,9,0,0
БЕЛОВАТОСТЬ,11,0,0
БЕЛОВИК,7,0,0
БЕЛОГВАРДЕЙЩИНА,15,0,0
БЕЛОГЛАЗКА,10,0,0
БЕЛОГОРЕЦ,9,0,0
БЕЛОГОРЛИК,10,0,0
БЕЛОГОРОДЕЦ,11,0,0
БЕЛОДЕРЕВЕЦ,11,0,0
БЕЛОДЕРЕВЩИК,12,0,0
БЕЛОДУШКА,9,0,0
БЕЛОЗОР,7,0,0
БЕЛОЗУБКА,9,0,0
БЕЛОКАЗАК,9,0,0
БЕЛОКОПЫТНИК,12,0,0
БЕЛОКРОВИЕ,10,0,0
БЕЛОКРЫЛКА,10,0,0
БЕЛОКРЫЛЬНИК,12,0,0
БЕЛОКУДРЕННИК,13,0,0
БЕЛОЛИЧКА,9,0,0
БЕЛОМОР,7,0,0
БЕЛОМОРЕЦ,9,0,0
БЕЛОМОРКА,9,0,0
БЕЛОМОРЧАНИН,12,0,0
БЕЛОМОРЧАНКА,12,0,0
БЕЛОНОГ,7,0,0
БЕЛОПОДКЛАДОЧНИК,16,0,0
БЕЛОРУСКА,9,0,0
БЕЛОРЫБИЦА,10,0,0
БЕЛОСНЕЖНОСТЬ,13,0,0
БЕЛОТУРКА,9,0,0
БЕЛОУС,6,0,0
БЕЛОФИНН,8,0,0
БЕЛОХВОСТ,9,0,0
БЕЛОЧНИК,8,0,0
БЕЛОШВЕЙКА,10,0,0
БЕЛОЭМИГРАНТКА,14,0,0
БЕЛУЖИНА,8,0,0
БЕЛУХА,6,0,0
БЕЛЫЕ,5,0,0
БЕЛЬ,4,0,0
БЕЛЬГИЙКА,9,0,0
БЕЛЬДЮГА,8,0,0
БЕЛЬЕВАЯ,8,0,0
БЕЛЬЕВЩИЦА,10,0,0
БЕЛЬМОРЕЗ,9,0,0
БЕЛЬТИНГ,8,0,0
БЕЛЬФЛЕР,8,0,0
БЕЛЬЧОНОК,9,0,0
БЕЛЯНА,6,0,0
БЕЛЯНКА,7,0,0
БЕЛЯШ,5,0,0
БЕМОЛЬ,6,0,0
БЕНГАЛЕЦ,8,0,0
БЕНГАЛКА,8,0,0
БЕНЕДИКТИН,10,0,0
БЕНЕДИКТИНЕЦ,12,0,0
БЕНЕФИЦИАНТ,11,0,0
БЕНЕФИЦИАНТКА,13,0,0
БЕНЕФИЦИАРИЙ,12,0,0
БЕНЕФИЦИЯ,9,0,0
БЕНЗАЛЬДЕГИД,12,0,0
БЕНЗАПИРЕН,10,0,0
БЕНЗЕДРИН,9,0,0
БЕНЗЕЛЬ,7,0,0
БЕНЗИДИН,8,0,0
БЕНЗИЛ,6,0,0
БЕНЗИНОМЕР,10,0,0
БЕНЗИНОУЛОВИТЕЛЬ,16,0,0
БЕНЗОЗАПРАВЩИК,14,0,0
БЕНЗОИЛ,7,0,0
БЕНЗОИН,7,0,0
БЕНЗОМЕР,8,0,0
БЕНЗОНАСОС,10,0,0
БЕНЗОНАФТОЛ,11,0,0
БЕНЗООТСТОЙНИК,14,0,0
БЕНЗОПОМПА,10,0,0
БЕНЗОПРОВОД,11,0,0
БЕНЗОРЕЗ,8,0,0
БЕНЗОСИСТЕМА,12,0,0
БЕНЗОСПИРТ,10,0,0
БЕНЗОУКАЗАТЕЛЬ,14,0,0
БЕНЗОУЛОВИТЕЛЬ,14,0,0
БЕНЗОФИЛЬТР,11,0,0
БЕНЗОХИНОН,10,0,0
БЕНЗОХРАНИЛИЩЕ,14,0,0
БЕНЗОЦИСТЕРНА,13,0,0
БЕНИЕЦ,6,0,0
БЕНИЙКА,7,0,0
БЕНИНЕЦ,7,0,0
БЕНИНКА,7,0,0
БЕНТАМКА,8,0,0
БЕНТОНИТ,8,0,0
БЕНТОС,6,0,0
БЕНУАР,6,0,0
БЕОТИЕЦ,7,0,0
БЕР,3,0,0
БЕРЕЗОВИК,9,0,0
БЕРЕЗОВИЦА,10,0,0
БЕРЕЗОНЬКА,10,0,0
БЕРБЕР,6,0,0
БЕРБЕРЕЦ,8,0,0
БЕРБЕРИЕЦ,9,0,0
БЕРБОН,6,0,0
БЕРГАМОТ,8,0,0
БЕРДЫШ,6,0,0
БЕРЕГОВУШКА,11,0,0
