row1,row2,row3,row4
PATS,LURE,ARIA,NAGS
PATS,LURE,ARIA,NAPS
PEAL,HULA,ARMY,TOSS
PATS,LURE,ARIA,YAMS
PATS,LURE,ARIA,YAPS
PEAL,HULA,ARTS,TOOT
PEAR,AURA,TREK,HOSE
PEAR,AURA,TRIG,SODA
PEAR,AURA,TRIG,SODS
PEAR,AURA,TRIM,SOAP
PEAR,AURA,TRIM,SODS
PEAR,AURA,TRIP,SODS
PEAR,AURA,WREN,SOAK
PEAR,AURA,WRIT,NODE
PEAR,AURA,WRIT,NODS
PEAR,AURA,WRIT,SODS
PEAL,IDEA,EGOS,DENS
PEAL,IDEA,EGOS,DENT
PEAR,AUTO,CROP,TOME
PEAL,IDEA,EGOS,RENT
PEAL,IDEA,EGOS,SENT
PEAS,ACNE,IRON,RUNT
PEAR,AUTO,CROW,TOMS
PEAL,IDLE,EGOS,DYES
PEAL,IDLE,EGOS,SEES
PEAR,AUTO,TROD,HOME
PEAR,AUTO,TROT,HOME
PEAS,ACNE,SHOE,SONS
PEAS,ACNE,SHOE,TONS
PEAS,ACNE,SHOT,SONS
PEAS,ACNE,SHOT,TONS
PEAS,ACNE,SHOW,SONS
PEAS,ACNE,SHOW,TONS
PATS,OBIT,DEMO,STEP
PATS,OBIT,DEMO,STEW
PAWS,ILEA,LOAN,LEND
PAVE,UNIS,GASP,SLAY
PEAS,ACNE,SHUT,TOSS
PEAS,ACNE,THAW,HOLS
PAWS,ILEA,LOBS,LESS
PEAS,ACNE,TROT,SUNS
PAWS,ILEA,LONG,LETS
PEAS,ACNE,TRUE,HUSK
PEAS,ACNE,TRUE,SUSS
PAWS,ILEA,LOPS,LETS
PEAS,ACNE,WHET,SOWS
PAWS,ILEA,LOSS,LETS
PATS,OBIT,MEMO,STEP
PATS,OBIT,MEMO,STEW
PEAS,ACNE,WHEW,SOWN
PEAS,ACNE,WHEW,SOWS
PEAS,ACRE,CHEW,TOSS
PEAS,ACRE,CHIN,TOAD
PEAS,ACRE,DREW,SUSS
PATS,OBIT,OLDE,PEEP
PEAL,IDLE,PITA,STOP
PEAS,ACRE,SHIN,TOAD
PEAS,ACRE,SHIT,SODS
PEAS,ACRE,THEN,HOST
PAVE,UREA,BIAS,SALE
PAVE,UREA,BIAS,SALT
PEAS,ACRE,TREE,HUSK
PAVE,UREA,BINS,SATE
PEAS,ACRE,TREE,SUSS
PATS,OBIT,SUMO,STEP
PATS,OBIT,SUMO,STEW
PAWS,ILEA,MOAN,PERK
PAVE,UREA,FEAR,FALL
PAVE,UREA,FEES,FARE
PAVE,UREA,FEES,FART
PAWS,ILEA,MOLL,PELT
PATS,OBIT,ULNA,REST
PATS,OBIT,ULNA,TEST
PEAS,ACRE,WHIT,NODS
PEAS,ACRE,WHIT,SODS
PAVE,UREA,FENS,FATE
PAWS,ILEA,MOPS,PETS
PEAS,ACRE,WRIT,SUDS
PAVE,UREA,FESS,FATE
PAWS,ILEA,MORN,PEED
PAWS,ILEA,MORN,PEEK
PAVE,UREA,FINS,FATE
PEAS,AGUE,CORE,TSAR
PAWS,ILEA,MOSS,PETS
PAVE,UREA,FIST,FATS
PAVE,UREA,FITS,FAST
PAVE,UREA,GENS,SATE
PATS,OBOE,DUKE,STEM
PATS,OBOE,DUKE,STEP
PAVE,UREA,GINS,SATE
PATS,OBOE,DUNE,STEM
PATS,OBOE,DUNE,STEP
PAVE,UREA,GIRT,SAYS
PATS,OBOE,DUPE,STIR
PATS,OBOE,ELSE,MESS
PAWS,ILEA,NOES,TEDS
PEAS,AGUE,SORE,TSAR
PAWS,ILEA,NOSY,GETS
PAWS,ILEA,NOSY,SETS
PAVE,UREA,LEES,PARE
PAVE,UREA,LEES,PART
PAVE,UREA,LEIS,LANE
PAVE,UREA,LEIS,PALE
PAVE,UREA,LEIS,PANE
PAVE,UREA,LEIS,PANT
PATS,OBOE,LENT,ODES
PAVE,UREA,LENS,LATE
PAVE,UREA,LENS,PATE
PAVE,UREA,LENT,PATS
PAVE,UREA,LESS,LATE
PAVE,UREA,LESS,PATE
PAVE,UREA,LETS,LAST
PATS,OBOE,LUGE,STAR
PAVE,UREA,LETS,PAST
PAVE,UREA,LETS,PSST
PAVE,UREA,LIAR,PALL
PAVE,UREA,LIAR,PALS
PATS,OBOE,LURE,STEM
PATS,OBOE,LURE,STEP
PAVE,UREA,LIES,PARE
PAVE,UREA,LIES,PART
PAVE,UREA,LINT,PATS
PATS,OBOE,LUTE,STEM
PATS,OBOE,LUTE,STEP
PAVE,UREA,LIST,PATS
PEAL,LACE,ERRS,ALES
PAVE,UREA,MEAT,PALS
PATS,OBOE,MEGA,STAR
PATS,OBOE,MEGA,STAT
PAVE,UREA,MESS,PATE
PAVE,UREA,MINT,PATS
PAVE,UREA,MISS,PATE
PEAL,LACE,USES,MESS
PATS,OBOE,MERE,STEM
PATS,OBOE,MERE,STEP
PAVE,UREA,MIST,PATS
PAVE,UREA,MITT,PASS
PATS,OBOE,METE,STEM
PATS,OBOE,METE,STEP
PAVE,UREA,NEAR,TALL
PEAR,AXLE,PATE,AMOK
PEAL,LAMA,ASPS,NEST
PAVE,UREA,PEAS,SALE
PAVE,UREA,PEAS,SALT
PATS,OBOE,MUTE,STEM
PATS,OBOE,MUTE,STEP
PEAR,AXLE,PEON,ACED
PAVE,UREA,PENS,SATE
PAVE,UREA,PERT,SAYS
PAVE,UREA,PINS,SATE
PEAR,AXLE,PITA,ATOM
PAVE,UREA,PISS,SATE
PAVE,UREA,PSST,SETS
PAWS,ILEA,POLS,EELS
PAWS,ILEA,POLS,SETS
PAWS,ILEA,POLY,EELS
PEAL,LANE,USES,MEWS
PAVE,UREA,RENT,RATS
PEAL,LANE,USES,SEWS
PAWS,ILEA,POLY,SETS
PAVE,UREA,REST,RATS
PAWS,ILEA,PONG,SETS
PAWS,ILEA,PONY,SETS
PEAR,AXLE,RATE,AMOK
PAWS,ILEA,POPS,SETS
PAVE,UREA,SEAR,HALL
PAVE,UREA,SEAS,HALE
PAVE,UREA,SEAS,HALT
PAWS,ILEA,PORN,SEED
PAWS,ILEA,PORN,SEEK
PAVE,UREA,SEAS,SALE
PAVE,UREA,SEAS,SALT
PATS,OBOE,PLOT,EELS
PAVE,UREA,SEES,HARE
PAVE,UREA,SEES,HART
PATS,OBOE,PLOW,EELS
PAWS,ILEA,POSS,SETS
PATS,OBOE,PLOW,SETS
PAVE,UREA,SENT,HATS
PAVE,UREA,SETS,HAST
PAWS,ILEA,POSY,SETS
PATS,OBOE,PUKE,STEM
PATS,OBOE,PUKE,STEP
PAVE,UREA,SINS,HATE
PAVE,UREA,SINS,SATE
PAVE,UREA,SITS,HAST
PATS,OBOE,PUMA,STEM
PATS,OBOE,PUPA,STIR
PATS,OBOE,PURE,STEM
PATS,OBOE,PURE,STEP
PAVE,UREA,TEAR,TALL
PAVE,UREA,TEAS,SALE
PAVE,UREA,TEAS,SALT
PAVE,UREA,TEAS,TALE
PEAS,ALUM,TARO,SNAG
PEAL,LOCI,ONES,PSST
PAVE,UREA,TEES,TARE
PAVE,UREA,TEES,TART
PAVE,UREA,TENS,SATE
PAVE,UREA,TIER,TARN
PAVE,UREA,TIER,TARS
PAVE,UREA,TIES,TARE
PAVE,UREA,TIES,TART
PAVE,UREA,TINS,SATE
PEAL,LOCO,ONES,PSST
PAVE,UREA,TSAR,SELL
PAVE,UREA,TSAR,TELL
PEAR,AXLE,SPED,TOSS
PEAR,AXLE,SPUD,TOMS
PEAL,LOGO,ONES,PSST
PATS,OBOE,SLAT,TEDS
PATS,OBOE,SLAW,TEDS
PATS,OBOE,SLEW,TEDS
PATS,OBOE,SLIT,EELS
PATS,OBOE,SLOE,EELS
PATS,OBOE,SLOE,HELD
PATS,OBOE,SLOE,HELM
PATS,OBOE,SLOE,HELP
PATS,OBOE,SLOE,SETS
PATS,OBOE,SLOE,YELP
PATS,OBOE,SLOT,EELS
PATS,OBOE,SLOW,EELS
PATS,OBOE,SLOW,SETS
PATS,OBOE,SLUM,YETI
PEAT,ACHE,SHOD,TOYS
PEAT,ACHE,SHOE,TOYS
PATS,OBOE,SURE,STEM
PATS,OBOE,SURE,STEP
PEAL,LUBE,ARES,NODS
PEAL,LUBE,ORES,DOTS
PEAL,LUBE,ORES,PODS
PEAL,LUBE,ORES,POTS
PEAL,LUBE,ORES,TOTS
PAWS,ILEA,SONG,SETS
PAWS,ILEA,SONS,SETS
PAWS,ILEA,SOPS,SETS
PATS,OBOE,TUNA,STEM
PATS,OBOE,TUNE,STEM
PATS,OBOE,TUNE,STEP
PEAL,LUGE,ARES,NODS
PATS,OBOE,ULNA,REEL
PATS,OBOE,ULNA,REST
PEAL,LUGE,ORES,DOSS
PEAL,LUGE,ORES,PODS
PEAL,LUGE,ORES,POSS
PEAL,LUGE,ORES,TOSS
PAWS,ILEA,STAG,SOLE
PAWS,ILEA,STAG,SONS
PAWS,ILEA,STAG,SORE
PATS,OBOE,ULNA,TEEM
PATS,OBOE,ULNA,TEES
PATS,OBOE,ULNA,TEST
PAWS,ILEA,STAT,SOLE
PAWS,ILEA,STAT,SORE
PAWS,ILEA,STAY,SONS
PAWS,ILEA,STEP,SODS
PAWS,ILEA,STEP,SOPS
PAWS,ILEA,STEW,SODS
PAWS,ILEA,STEW,SOPS
PATS,OGRE,DUET,SEES
PEAL,LURE,ORCS,DOSS
PEAL,LURE,ORCS,POSS
PEAL,LURE,ORCS,TOSS
PEAL,LURE,ORES,DOSS
PEAL,LURE,ORES,POSS
PEAL,LURE,ORES,TOSS
PEAL,LURE,UREA,GOAD
PEAL,LURE,UREA,MOAN
PEAL,LURE,UREA,SOAK
PEAL,LURE,UREA,SOAP
PEAT,ACNE,IRON,NUNS
PEAT,ACNE,IRON,RUNS
PEAT,ACNE,IRON,RUNT
PEAT,ACNE,PROS,AUNT
PEAT,ACNE,SHED,SOWS
PAWS,ILEA,TEAS,ASKS
PEAT,ACNE,SHOD,SONS
PEAT,ACNE,SHOD,TONS
PATS,OGRE,MAIL,PROF
PEAT,ACNE,SHOE,SONS
PEAT,ACNE,SHOE,TONS
PEAT,ACNE,SHUN,TOSS
PATS,OGRE,MAIN,PROD
PEAT,ACNE,THEN,SOWS
PEAT,ACNE,THUS,HOST
PAWS,ILEA,TEES,ASKS
PAWS,ILEA,TEES,ASPS
PEAT,ACNE,TROD,SUNS
PEAT,ACNE,TRUE,SUSS
PEAR,ECRU,CHIC,SOAK
PEAR,ECRU,CHIN,SODS
PEAT,ACRE,CHIN,TOAD
PEAR,ECRU,CHIT,SODS
PAWS,ILEA,TOIL,HERE
PEAT,ACRE,SHED,TOSS
PEAT,ACRE,SHIN,SODS
PAWS,ILEA,TONS,SETS
PEAT,ACRE,SHIN,TOAD
PEAR,ECRU,OHMS,NOSE
PEAR,ECRU,OHMS,NOSH
PEAT,ACRE,THEN,HOST
PAWS,ILEA,TONY,SETS
PEAT,ACRE,THIN,SODS
PAWS,ILEA,TOPS,SETS
PEAT,ACRE,TREE,SUSS
PAWS,ILEA,TORN,HEED
PAWS,ILEA,TORN,SEED
PAWS,ILEA,TORN,SEEK
PEAT,ACRE,WHIM,SOAP
PAWS,ILEA,TORS,SEES
PAWS,ILEA,TORS,SETS
PEAT,ACRE,WREN,SUSS
PAWS,ILEA,TOSS,SETS
PEAR,ECRU,THIN,SODS
PEAR,ECRU,WHIM,SOAP
PEAR,ECRU,WHIM,SODS
PEAR,ECRU,WHIT,SODS
PATS,OGRE,RAIN,TROD
PATS,OGRE,RAIN,TROT
PAWS,IRON,KIWI,EAST
PAWS,IRON,LIRA,LAMP
PATS,OGRE,RUIN,KEPT
PATS,OGRE,SUET,SEES
PATS,OGRE,SUET,TEES
PATS,OGRE,SUIT,HEMS
PEAS,AURA,CREW,TOSS
PEAS,AURA,DRIP,SODS
PEAS,AURA,IRIS,NODS
PEAS,AURA,IRIS,RODS
PEAS,AURA,TREK,HOSE
PEAS,AURA,TRIG,SODA
PEAS,AURA,TRIG,SODS
PEAS,AURA,TRIP,SODS
PAWS,LIRA,ERAS,ASPS
PEAS,AURA,WREN,NOSE
PEAS,AURA,WREN,SOAK
PEAS,AURA,WRIT,NODE
PAWS,LIRA,ODES,DENS
PAWS,LIRA,ODES,PENS
PAWS,LIRA,ODES,TENS
PEAS,AUTO,CROP,TOMS
PEAS,AUTO,CROW,TOMS
PAWS,LIRA,ORAL,TYPE
PATS,OKRA,LIES,ONES
PAWS,LUAU,ARCS,YAKS
PATS,OMIT,DODO,SKEW
PAWS,LUAU,ARSE,NAPS
PAWS,LUAU,ARSE,YAPS
PATS,OMIT,DOLE,SKEW
PAWS,LUAU,ERRS,DADS
PAWS,LUAU,ERRS,DAMS
PAWS,LUAU,ERRS,DAYS
PATS,OMIT,DOME,SKEW
PATS,OMIT,DONE,SKEW
PAWS,LUAU,ORCS,YAKS
PAWS,LUAU,URGE,MASS
PAWS,LUAU,URGE,MAST
PAWS,LUAU,URGE,SASS
PATS,OMIT,LODE,SKEW
PAWS,LUAU,URNS,GADS
PAWS,LUAU,URNS,MATS
PATS,OMIT,LONE,SKEW
PATS,OMIT,LORE,SKEW
PATS,OMIT,MODE,SKEW
PATS,OMIT,MOLE,SKEW
PATS,OMIT,MONO,SKEW
PAWS,LURE,UREA,MANS
PATS,OMIT,POKE,SKEW
PATS,OMIT,POLE,SKEW
PATS,OMIT,POLO,SKEW
PATS,OMIT,PORE,SKEW
PATS,OMIT,SOLE,SKEW
PATS,OMIT,SOLO,SKEW
PATS,OMIT,SORE,SKEW
PEAL,ORCA,MATS,PSST
PATS,OMIT,TOKE,SKEW
PAWS,OBIT,DUNE,STOP
PAWS,OBIT,DUNE,STOW
PATS,OMIT,TOME,SKEW
PATS,OMIT,TONE,SKEW
PAWS,OBIT,ELSE,TEEM
PEAS,AXLE,LITE,STOP
PATS,OMIT,TORE,SKEW
PEAL,ORCA,OATS,PSST
PEAL,ORCA,ORES,PSST
PATS,OPAL,MEGA,PSST
PATS,OPAL,MENU,PSST
PEAS,AXLE,PATE,AMOK
PEAS,AXLE,PEON,ACED
PAWS,OBIT,OLDE,PEEP
PAWS,OBIT,PESO,STEP
PAWS,OBIT,PESO,STEW
PEAS,AXLE,PITA,ATOM
PATS,ORAL,DELI,SALT
PEAS,AXLE,RATE,AMOK
PATS,ORAL,DIRE,SAND
PEAS,AXLE,RISE,ATOM
PEAS,AXLE,RITE,ATOM
PAWS,OBIT,TUNE,STOP
PAWS,OBIT,TUNE,STOW
PAWS,OBIT,ULNA,REST
PAWS,OBIT,ULNA,TEST
PATS,ORAL,LINO,EASE
PATS,ORAL,LINO,EAST
PATS,ORAL,LINO,EDGE
PATS,ORAL,LINO,LAKE
PATS,ORAL,LINO,LAST
PATS,ORAL,LINO,SAGE
PATS,ORAL,LINO,SAKE
PATS,ORAL,LIRA,EAST
PATS,ORAL,LIRA,EASY
PATS,ORAL,LIRA,LAST
PATS,ORAL,LIRA,SANG
PATS,ORAL,LIRA,YANG
PATS,ORAL,LIRE,LAND
PATS,ORAL,LIRE,SAND
PEAR,HALE,USES,TEST
PATS,ORAL,MEGA,PAST
PATS,ORAL,MEGA,PSST
PATS,ORAL,MENU,PAST
PATS,ORAL,MENU,PSST
PAWS,OBOE,DUKE,STEM
PAWS,OBOE,DUKE,STEP
PATS,ORAL,MERE,SAND
PEAS,AXLE,SITE,STOP
PEAS,AXLE,SPEC,TOSS
PEAS,AXLE,SPEW,TOSS
PEAS,AXLE,SPIC,SOTS
PEAS,AXLE,SPIC,TOTS
PATS,ORAL,MINI,PAST
PEAS,AXLE,SPIT,SOTS
PEAS,AXLE,SPIT,TOTS
PEAS,AXLE,SPOT,TOES
PATS,ORAL,MIRE,SAND
PATS,ORAL,MISO,SAKE
PAWS,OBOE,LURE,STEM
PAWS,OBOE,LURE,STEP
PATS,ORAL,PESO,SAKE
PAWS,OBOE,MERE,STEM
PAWS,OBOE,MERE,STEP
PATS,ORAL,SILO,HAKE
PATS,ORAL,SILO,HALE
PATS,ORAL,SILO,HALT
PATS,ORAL,SILO,SAKE
PATS,ORAL,SILO,SALE
PATS,ORAL,SILO,SALT
PATS,ORAL,SILO,TACT
PATS,ORAL,SILO,TAKE
PATS,ORAL,SILO,TALE
PATS,ORAL,SIRE,HAND
PATS,ORAL,SIRE,SAND
PEAR,HARE,UREA,TSAR
PEAR,HARE,USED,TEAS
PEAR,HARE,USES,TEAT
PEAR,HARE,USES,TEST
PATS,ORAL,TIRE,SAND
PAWS,OBOE,PLOT,EELS
PAWS,OBOE,PLOW,EELS
PEAL,RAGA,ORES,PSST
PAWS,OBOE,PUKE,STEM
PAWS,OBOE,PUKE,STEP
PAWS,OBOE,PURE,STEM
PAWS,OBOE,PURE,STEP
PEAS,AXLE,WISE,STOP
PATS,OVAL,LINO,EDGE
PAWS,OBOE,SLOE,EELS
PAWS,OBOE,SLOE,HELD
PAWS,OBOE,SLOE,HELM
PAWS,OBOE,SLOE,HELP
PAWS,OBOE,SLOE,TEDS
PAWS,OBOE,SLOE,YELP
PAWS,OBOE,SLOT,EELS
PAWS,OBOE,SLOT,TEDS
PAWS,OBOE,SLOW,EELS
PATS,OVAL,LOCI,SWOP
PATS,OVAL,LOCI,SWOT
PAWS,OBOE,SLOW,TEDS
PATS,OVAL,LOCO,SWOP
PATS,OVAL,LOCO,SWOT
PAWS,OBOE,SURE,STEM
PAWS,OBOE,SURE,STEP
PATS,OVAL,LOPE,OWED
PATS,OVAL,LORE,OWED
PATS,OVAL,MEMO,PREP
PATS,OVAL,MERE,PROD
PATS,OVAL,MERE,PROW
PEAL,RAPE,ASPS,MESS
PEAS,EARL,TRIO,SNAG
PEAS,EARL,TRIO,SNAP
PEAR,HULA,ARES,TOSH
PEAR,HULA,ARMS,TOSH
PEAS,EARN,TRIO,SLAB
PEAS,EARN,TRIO,SLAG
PEAS,EARN,TRIO,SLAT
PEAS,EARN,TRIO,SLAW
PEAR,HULA,ARMY,TOSS
PEAL,RARE,ISMS,MESS
PEAS,ECRU,CHIC,SOAK
PEAS,ECRU,CHID,SODS
PEAS,ECRU,CHIN,SOAK
PEAS,ECRU,CHIN,SODS
PEAS,ECRU,CHIP,SODS
PATS,OVAL,SOLO,TWEE
PEAS,ECRU,SHED,TOSS
PEAR,IDLE,PITA,STOP
PEAS,ECRU,THEN,SOAK
PEAS,ECRU,THIN,SOAK
PEAS,ECRU,THIN,SODS
PEAS,ECRU,WHIM,SOAP
PEAS,ECRU,WHIM,SODS
PEAS,ECRU,WHIP,SODS
PEAT,AURA,DRIP,SODS
PEAT,AURA,TREK,HOSE
PAWS,OGRE,SUET,HENS
PAWS,OGRE,SUET,TENS
PEAT,AURA,TRIG,SODS
PEAT,AURA,TRIM,SOAP
PEAT,AURA,TRIP,SODS
PEAL,RUBE,ARES,TOTS
PEAT,AURA,WREN,SOAK
PEAL,RUBE,ORES,DOTS
PEAL,RUBE,ORES,PODS
PEAL,RUBE,ORES,POTS
PEAT,AUTO,CROP,TOMS
PEAL,RUBE,ORES,SODS
PEAL,RUBE,ORES,SOTS
PEAL,RULE,ARES,MOSS
PEAL,RULE,ARES,TOSS
PEAT,AUTO,IRON,DOME
PEAL,RULE,ARMS,MOSS
PEAL,RULE,ARMS,TOSS
PEAL,RULE,ARSE,MOOR
PEAL,RULE,ARSE,MOOS
PEAL,RULE,ARSE,TOOK
PEAL,RULE,ARTS,MOOS
PEAT,AUTO,TROT,HOME
PEAL,RULE,IRON,GOES
PEAL,RULE,ORES,DOSS
PEAL,RULE,ORES,MOSS
PEAL,RULE,ORES,POSS
PEAL,RUNE,AREA,MOWN
PEAL,RUNE,AREA,TOWN
PEAL,RUNE,ARES,MOWS
PEAR,LACE,ORES,PSST
PEAL,RUNE,ARTS,MOSS
PEAL,RUNE,ARTS,TOSS
PEAL,RUNE,ERAS,POLS
PATS,OVUM,MENU,PRAT
PEAL,RUNE,ORES,MOWS
PEAR,LACE,USED,MESS
PEAL,RUNE,ORES,SOWS
PEAL,RUNE,ORES,WOWS
PATS,OVUM,MONO,SWAG
PEAL,RUSE,IRKS,MOSS
PEAR,LAME,ASPS,NEST
PAWS,OMIT,DODO,SKEW
PAWS,OMIT,DONE,SKEW
PAWS,OMIT,DOPE,SKEW
PAWS,OMIT,DOSE,SKEW
PATS,OXEN,MINI,PSST
PAWS,OMIT,LODE,SKEW
PAWS,OMIT,LONE,SKEW
PEAR,LANE,USED,MEWS
PAWS,OMIT,LOPE,SKEW
PEAR,LANE,USED,SEWS
PAWS,OMIT,LORE,SKEW
PAWS,OMIT,LOSE,SKEW
PEAS,EMIT,RIDE,PREP
PAWS,OMIT,MODE,SKEW
PAWS,OMIT,MONO,SKEW
PEAR,LAVA,USER,MERE
PAWS,OMIT,MOPE,SKEW
PAWS,OMIT,POKE,SKIM
PAWS,OMIT,POKE,SKIP
PAWS,OMIT,POPE,SKEW
PAWS,OMIT,PORE,SKEW
PAWS,OMIT,POSE,SKEW
PATS,RUIN,AREA,TARP
PATS,RUIN,ORCA,WASP
PAWS,OMIT,SORE,SKEW
PAWS,OMIT,TOKE,SKIM
PAWS,OMIT,TOKE,SKIP
PAWS,OMIT,TONE,SKEW
PAWS,OMIT,TORE,SKEW
PAWS,OPAL,MEGA,PSST
PEAR,LONE,ONUS,PSST
PEAR,LOPE,ONES,PSST
PAWS,OPAL,REDO,EXIT
PEAR,LORE,ONES,PSST
PAWS,ORAL,DELI,SALT
PAWS,ORAL,DIRE,SAND
PEAR,LUGE,ORAL,DORY
PEAR,LUGE,ORES,DOST
PEAR,LUGE,ORES,POST
PAWS,ORAL,LIDO,EASE
PAWS,ORAL,LIDO,EAST
PAWS,ORAL,LIDO,EDIT
PAWS,ORAL,LIDO,LAST
PAWS,ORAL,LINO,LAKE
PAWS,ORAL,LINO,LATE
PATS,SHAH,SOLO,TYKE
PAWS,ORAL,LINO,SAKE
PAWS,ORAL,LINO,SATE
PAWS,ORAL,LIRA,EAST
PAWS,ORAL,LIRA,EASY
PAWS,ORAL,LIRA,EDDY
PAWS,ORAL,LIRA,LADY
PAWS,ORAL,LIRA,LAMB
PAWS,ORAL,LIRA,LAMP
PAWS,ORAL,LIRA,LAST
PAWS,ORAL,LIRA,SANG
PAWS,ORAL,LIRA,YANG
PAWS,ORAL,LIRE,LAND
PAWS,ORAL,LIRE,SAND
PEAR,LURE,ORCS,DOST
PEAR,LURE,ORCS,POST
PAWS,ORAL,MEGA,PAST
PAWS,ORAL,MEGA,PSST
PEAR,LURE,ORES,DOST
PEAR,LURE,ORES,POST
PEAR,LURE,UREA,GOAD
PEAR,LURE,UREA,GOAL
PAWS,ORAL,MERE,SAND
PEAR,LURE,UREA,SOAP
PEAR,LURE,UREA,SOAR
PEAT,AXLE,PEON,ACED
PEAT,AXLE,PEON,ACES
PEAL,ULNA,BATS,SNIT
PEAL,ULNA,CATS,KNIT
PAWS,ORAL,MIRE,SAND
PAWS,ORAL,MISO,PATE
PEAT,AXLE,PITA,ATOM
PAWS,ORAL,MISO,SATE
PEAS,EVIL,CEDE,KNEW
PEAL,ULNA,PATS,SNIT
PAWS,ORAL,PESO,SATE
PAWS,ORAL,REDO,EASE
PAWS,ORAL,REDO,EAST
PEAS,EVIL,REDO,KNEE
PEAS,EVIL,REDO,KNEW
PEAS,EVIL,REDO,PREP
PEAS,EVIL,REDO,PSST
PEAS,EVIL,REDO,TREE
PEAT,AXLE,REIN,ACTS
PEAT,AXLE,RISE,ATOM
PEAR,OGLE,MOMS,PSST
PAWS,ORAL,SIDE,SAID
PEAT,AXLE,RITE,ATOM
PAWS,ORAL,SILO,HAKE
PAWS,ORAL,SILO,HALE
PAWS,ORAL,SILO,HALT
PAWS,ORAL,SILO,SAKE
PAWS,ORAL,SILO,SALE
PAWS,ORAL,SILO,SALT
PAWS,ORAL,SILO,TAKE
PAWS,ORAL,SILO,TALE
PAWS,ORAL,SIRE,HAND
PAWS,ORAL,SIRE,SAND
PAWS,ORAL,TIDE,SAID
PAWS,ORAL,TIRE,SAND
PEAT,AXLE,SPEC,TOSH
PAWS,OVAL,DODO,SWIG
PEAT,AXLE,SPED,TOSS
PEAT,AXLE,SPIN,SOTS
PEAT,AXLE,SPIN,TOTS
PEAT,AXLE,SPUD,TOMS
PEAT,AXLE,SPUN,TOMS
PAWS,OVAL,LIDO,EDIT
PAWS,OVAL,LIRA,EDDY
PAWS,OVAL,LODE,OWED
PAWS,OVAL,LONE,OWED
PAWS,OVAL,LORE,OWED
PAWS,OVAL,LOVE,OWED
PAWS,OVAL,MEGA,PREP
PAWS,OVAL,MEGA,PREY
PECK,ACHE,CHAP,TORT
PECK,ACHE,CHIN,TOPS
PECK,ACHE,CHIN,TOTS
PECK,ACHE,CHUG,TOMS
PECK,ACHE,CRAG,TUTS
PECK,ACHE,DRAG,SUPS
PEAS,EXPO,REEF,PSST
PECK,ACHE,DRAY,SUPS
PECK,ACHE,DRUG,SUMS
PEAR,OGRE,MOMS,PSST
PATS,SLAP,SOLE,TEED
PECK,ACHE,IRON,DUCT
PATS,SLAP,SORE,TEED
PATS,SLAP,SORE,TEND
PECK,ACHE,SHAG,SOPS
PECK,ACHE,SHAG,SOTS
PECK,ACHE,SHAG,TOPS
PECK,ACHE,SHAG,TORS
PECK,ACHE,SHAG,TOTS
PECK,ACHE,SHIN,SODS
PECK,ACHE,SHIN,SONS
PECK,ACHE,SHIN,SOPS
PECK,ACHE,SHIN,SOTS
PECK,ACHE,SHIN,TONS
PECK,ACHE,SHIN,TOPS
PECK,ACHE,SHIN,TOTS
PATS,SLAT,SOLE,TEEM
PECK,ACHE,SHOE,SOWN
PECK,ACHE,SHOE,TOWN
PAWS,OVAL,REDO,TREE
PAWS,OVAL,REDO,TRIG
PAWS,OVAL,REDO,TRIP
PATS,SLAT,SORE,TEEM
PECK,ACHE,SHUN,TOGS
PECK,ACHE,SHUN,TOMS
PECK,ACHE,THEN,SOFT
PECK,ACHE,THEN,SOWS
PECK,ACHE,THIN,EONS
PECK,ACHE,THIN,HOPS
PECK,ACHE,THIN,HOTS
PECK,ACHE,THIN,SODS
PECK,ACHE,THIN,SONS
PECK,ACHE,THIN,SOPS
PECK,ACHE,THIN,SOTS
PECK,ACHE,THUG,HOGS
PECK,ACHE,TRAP,HURT
PECK,ACHE,TRAY,HUTS
PECK,ACHE,TRAY,SUPS
PECK,ACHE,TRIG,HUTS
PECK,ACHE,TRIG,SUDS
PECK,ACHE,TRIG,SUNS
PECK,ACHE,TRIG,SUPS
PECK,ACHE,TRIP,HUNT
PECK,ACHE,TRUE,HUMP
PECK,ACHE,TRUE,SUMP
PECK,ACHE,WHEY,SOWS
PATS,SLEW,SODA,TEST
PECK,ACRE,CHAR,TOMB
PAWS,OVAL,SODA,SWIG
PAWS,OVAL,SODA,SWIM
PAWS,OVAL,SODA,TWIG
PAWS,OVAL,SODA,TWIT
PEAR,ONCE,ODES,PSST
PECK,ACRE,CRAG,TUBS
PECK,ACRE,CRAG,TUMS
PECK,ACRE,DRAG,SUBS
PECK,ACRE,DRAG,SUMS
PECK,ACRE,DRAG,SUPS
PEAT,ECRU,CHIC,SOAK
PEAS,HALO,USER,TEST
PECK,ACRE,DRAY,SUBS
PECK,ACRE,DRAY,SUMS
PECK,ACRE,DRAY,SUPS
PEAT,ECRU,CHIN,SODA
PEAT,ECRU,CHIT,SODS
PATS,SLIP,SODA,TEEM
PATS,SLIP,SODA,TEEN
PATS,SLIP,SODA,TEES
PECK,ACRE,DRUG,SUDS
PATS,SLIP,SOLE,TEED
PATS,SLIP,SORE,TEED
PEAT,ECRU,OHMS,NOSH
PECK,ACRE,IRON,DUCT
PEAS,HARE,UREA,TSAR
PEAT,ECRU,THIN,SODA
PECK,ACRE,SHAG,SOBS
