f_WORD,f_LENG,f_FREQ,f_FLAG
omnibus,7,4,1
omnibuses,9,0,0
omnibusses,10,0,0
omnipotence,11,9,1
omnipotent,10,19,1
omnipresence,12,0,0
omnipresent,11,6,1
omniscience,11,4,1
omniscient,10,17,1
omnivore,8,0,0
omnivores,9,0,0
omnivorous,10,2,1
onboard,7,241,1
once,4,17589,1
oncologist,10,44,1
oncologists,11,2,1
oncology,8,31,1
oncoming,8,22,1
one,3,156684,1
oneness,7,21,1
onerous,7,2,1
ones,4,5177,1
oneself,7,0,0
onetime,7,4,1
ongoing,7,111,1
onion,5,216,1
onions,6,289,1
online,6,342,1
onlooker,8,2,1
onlookers,9,17,1
only,4,55269,1
onomatopoeia,12,0,0
onomatopoeic,12,0,0
onrush,6,0,0
onrushing,9,2,1
onscreen,8,4,1
onset,5,43,1
onshore,7,11,1
onside,6,4,1
onslaught,9,17,1
onslaughts,10,0,0
onstage,7,104,1
onto,4,0,0
ontological,11,3,1
ontology,8,5,1
onus,4,5,1
onward,6,79,1
onwards,7,20,1
onyx,4,17,1
oodles,6,23,1
ooh,3,0,0
oohed,5,1,1
oohing,6,6,1
oohs,4,9,1
oomph,5,33,1
oops,4,0,0
ooze,4,27,1
oozed,5,4,1
oozes,5,10,1
oozing,6,47,1
opacity,7,1,1
opal,4,52,1
opalescence,11,0,0
opalescent,10,0,0
opals,5,5,1
opaque,6,6,1
open,4,16341,1
opencast,8,0,0
opened,6,1726,1
opener,6,173,1
openers,7,42,1
openhanded,10,0,0
opening,7,1960,1
openings,8,78,1
openly,6,0,0
openmouthed,11,0,0
openness,8,20,1
opens,5,848,1
opera,5,873,1
operable,8,12,1
operas,6,44,1
operate,7,682,1
operated,8,166,1
operates,8,98,1
operatic,8,14,1
operating,9,582,1
operation,9,2241,1
operational,11,195,1
operations,10,600,1
operative,9,166,1
operatives,10,64,1
operator,8,836,1
operators,9,75,1
operetta,8,7,1
operettas,9,1,1
ophthalmic,10,1,1
ophthalmologist,15,14,1
ophthalmologists,16,0,0
ophthalmology,13,5,1
opiate,6,20,1
opiates,7,22,1
opine,5,6,1
opined,6,0,0
opines,6,0,0
opining,7,2,1
opinion,7,2142,1
opinionated,11,27,1
opinions,8,256,1
opium,5,114,1
opossum,7,4,1
opossums,8,1,1
opponent,8,240,1
opponents,9,91,1
opportune,9,14,1
opportunely,11,0,0
opportunism,11,1,1
opportunist,11,18,1
opportunistic,13,14,1
opportunists,12,5,1
opportunities,13,249,1
opportunity,11,2091,1
oppose,6,110,1
opposed,7,352,1
opposes,7,20,1
opposing,8,137,1
opposite,8,775,1
opposites,9,46,1
opposition,10,155,1
oppositions,11,1,1
oppress,7,11,1
oppressed,9,65,1
oppresses,9,1,1
oppressing,10,8,1
oppression,10,76,1
oppressive,10,47,1
oppressively,12,0,0
oppressor,9,26,1
oppressors,10,25,1
opprobrious,11,0,0
opprobrium,10,0,0
ops,3,214,1
opt,3,20,1
opted,5,21,1
optic,5,52,1
optical,7,56,1
optically,9,0,0
optician,8,4,1
opticians,9,0,0
optics,6,36,1
optima,6,0,0
optimal,7,15,1
optimise,8,0,0
optimised,9,0,0
optimises,9,0,0
optimising,10,0,0
optimism,8,79,1
optimist,8,78,1
optimistic,10,173,1
optimistically,14,0,0
optimists,9,8,1
optimize,8,5,1
optimized,9,0,0
optimizes,9,0,0
optimizing,10,0,0
optimum,7,33,1
optimums,8,0,0
opting,6,5,1
option,6,736,1
optional,8,58,1
optioned,8,6,1
optioning,9,2,1
options,7,715,1
optometrist,11,14,1
optometrists,12,1,1
optometry,9,2,1
opts,4,3,1
opulence,8,5,1
opulent,7,7,1
opulently,9,0,0
opus,4,46,1
opuses,6,0,0
oracle,6,114,1
oracles,7,20,1
oracular,8,0,0
oral,4,220,1
orally,6,0,0
orals,5,1,1
orange,6,1138,1
orangeade,9,1,1
orangeades,10,0,0
orangeries,10,0,0
orangery,8,0,0
oranges,7,125,1
orangutan,9,29,1
orangutans,10,9,1
oration,7,4,1
orations,8,5,1
orator,6,8,1
oratorical,10,0,0
oratories,9,0,0
oratorio,8,2,1
oratorios,9,0,0
orators,7,2,1
oratory,7,9,1
orb,3,140,1
orbit,5,288,1
orbital,7,64,1
orbitals,8,6,1
orbited,7,7,1
orbiter,7,4,1
orbiters,8,1,1
orbiting,8,32,1
orbits,6,29,1
orbs,4,21,1
orc,3,20,1
orca,4,33,1
orcas,5,5,1
orchard,7,98,1
orchards,8,5,1
orchestra,9,281,1
orchestral,10,10,1
orchestras,10,8,1
orchestrate,11,14,1
orchestrated,12,45,1
orchestrates,12,2,1
orchestrating,13,13,1
orchestration,13,6,1
orchestrations,14,4,1
orchid,6,110,1
orchids,7,134,1
orcs,4,54,1
ordain,6,9,1
ordained,8,44,1
ordaining,9,0,0
ordains,7,1,1
ordeal,6,121,1
ordeals,7,4,1
order,5,7985,1
ordered,7,1885,1
ordering,8,369,1
orderlies,9,19,1
orderliness,11,2,1
orderly,7,223,1
orders,6,3130,1
ordinal,7,0,0
ordinals,8,1,1
ordinance,9,86,1
ordinances,10,8,1
ordinarily,10,0,0
ordinariness,12,1,1
ordinary,8,973,1
ordination,10,5,1
ordinations,11,0,0
ordnance,8,47,1
ordure,6,0,0
ore,3,84,1
oregano,7,42,1
ores,4,20,1
organ,5,370,1
organdie,8,0,0
organdies,9,0,0
organdy,7,5,1
organelle,9,0,0
organelles,10,0,0
organic,7,220,1
organically,11,0,0
organigram,10,0,0
organigrams,11,0,0
organisation,12,119,1
organisational,14,1,1
organisations,13,11,1
organise,8,30,1
organised,9,77,1
organiser,9,4,1
organisers,10,1,1
organises,9,2,1
organising,10,14,1
organism,8,104,1
organisms,9,37,1
organist,8,20,1
organists,9,0,0
organization,12,668,1
organizational,14,18,1
organizations,13,71,1
organize,8,220,1
organized,9,519,1
organizer,9,22,1
organizers,10,20,1
organizes,9,15,1
organizing,10,100,1
organogram,10,0,0
organograms,11,0,0
organophosphate,15,0,0
organophosphates,16,0,0
organs,6,301,1
organza,7,0,0
orgasm,6,213,1
orgasmed,8,0,0
orgasmic,8,13,1
orgasming,9,0,0
orgasms,7,74,1
orgiastic,9,4,1
orgies,6,29,1
orgy,4,87,1
orient,6,81,1
oriental,8,133,1
orientalist,11,0,0
orientalists,12,0,0
orientals,9,27,1
orientate,9,1,1
orientated,10,5,1
orientates,10,0,0
orientating,11,0,0
orientation,11,124,1
orientations,12,1,1
oriented,8,27,1
orienteering,12,0,0
orienting,9,0,0
orients,7,0,0
orifice,7,30,1
orifices,8,12,1
origami,7,39,1
origin,6,227,1
original,8,1440,1
originality,11,30,1
originally,10,0,0
originals,9,58,1
originate,9,15,1
originated,10,68,1
originates,10,5,1
originating,11,14,1
originator,10,3,1
originators,11,0,0
origins,7,58,1
oriole,6,5,1
orioles,7,8,1
ornament,8,58,1
ornamental,10,9,1
ornamentation,13,3,1
ornamented,10,0,0
ornamenting,11,0,0
ornaments,9,51,1
ornate,6,10,1
ornately,8,0,0
ornerier,8,1,1
orneriest,9,4,1
ornery,6,60,1
ornithological,14,3,1
ornithologist,13,4,1
ornithologists,14,0,0
ornithology,11,4,1
orotund,7,2,1
orphan,6,293,1
orphanage,9,273,1
orphanages,10,15,1
orphaned,8,20,1
orphaning,9,0,0
orphans,7,193,1
orthodontic,11,3,1
orthodontics,12,2,1
orthodontist,12,25,1
orthodontists,13,2,1
orthodox,8,53,1
orthodoxies,11,0,0
orthodoxy,9,4,1
orthographic,12,1,1
orthography,11,1,1
orthopaedic,11,7,1
orthopaedics,12,1,1
orthopaedist,12,0,0
orthopaedists,13,0,0
orthopedic,10,26,1
orthopedics,11,3,1
orthopedist,11,12,1
orthopedists,12,2,1
oscillate,9,3,1
oscillated,10,1,1
oscillates,10,1,1
oscillating,11,7,1
oscillation,11,5,1
oscillations,12,0,0
oscillator,10,18,1
oscillators,11,1,1
oscilloscope,12,4,1
oscilloscopes,13,0,0
osier,5,0,0
osiers,6,0,0
osmosis,7,15,1
osmotic,7,3,1
osprey,6,1,1
ospreys,7,1,1
ossification,12,1,1
ossified,8,1,1
ossifies,8,0,0
ossify,6,0,0
ossifying,9,0,0
ostensible,10,3,1
ostensibly,10,0,0
ostentation,11,0,0
ostentatious,12,25,1
ostentatiously,14,0,0
osteoarthritis,14,0,0
osteopath,9,11,1
osteopaths,10,0,0
osteopathy,10,0,0
osteoporosis,12,9,1
ostracise,9,0,0
ostracised,10,2,1
ostracises,10,0,0
ostracising,11,0,0
ostracism,9,3,1
ostracize,9,1,1
ostracized,10,21,1
ostracizes,10,0,0
ostracizing,11,1,1
ostrich,7,48,1
ostriches,9,16,1
other,5,37505,1
otherness,9,3,1
others,6,5061,1
otherwise,9,2119,1
otherworldly,12,12,1
otiose,6,0,0
otter,5,69,1
otters,6,9,1
ottoman,7,16,1
ottomans,8,3,1
ouch,4,0,0
ought,5,4118,1
ounce,5,206,1
ounces,6,118,1
our,3,0,0
ours,4,0,0
ourselves,9,0,0
oust,4,3,1
ousted,6,5,1
ouster,6,3,1
ousters,7,0,0
ousting,7,1,1
ousts,5,1,1
out,3,197131,1
outage,6,21,1
outages,7,3,1
outback,7,47,1
outbid,6,21,1
outbidding,10,0,0
outbids,7,1,1
outboard,8,28,1
outboards,9,0,0
outbound,8,16,1
outbox,6,3,1
outboxes,8,0,0
outbreak,8,99,1
outbreaks,9,7,1
outbuilding,11,11,1
outbuildings,12,5,1
outburst,8,74,1
outbursts,9,37,1
outcast,7,67,1
outcasts,8,45,1
outclass,8,1,1
outclassed,10,14,1
outclasses,10,0,0
outclassing,11,0,0
outcome,7,201,1
outcomes,8,22,1
outcries,8,4,1
outcrop,7,0,0
outcropping,11,1,1
outcroppings,12,2,1
outcrops,8,0,0
outcry,6,12,1
outdated,8,41,1
outdid,6,19,1
outdistance,11,1,1
outdistanced,12,1,1
outdistances,12,0,0
outdistancing,13,0,0
outdo,5,26,1
outdoes,7,1,1
outdoing,8,2,1
outdone,7,54,1
outdoor,7,93,1
outdoors,8,107,1
outdoorsy,9,12,1
outed,5,12,1
outer,5,463,1
outermost,9,4,1
outerwear,9,1,1
outfall,7,0,0
outfalls,8,0,0
outfield,8,12,1
outfielder,10,5,1
outfielders,11,2,1
outfields,9,0,0
outfit,6,1280,1
outfits,7,216,1
outfitted,9,15,1
outfitter,9,2,1
outfitters,10,3,1
outfitting,10,7,1
outflank,8,14,1
outflanked,10,9,1
outflanking,11,0,0
outflanks,9,0,0
outflow,7,7,1
outflows,8,0,0
outfox,6,2,1
outfoxed,8,8,1
outfoxes,8,0,0
outfoxing,9,0,0
outgoing,8,90,1
outgoings,9,5,1
outgrew,7,17,1
outgrow,7,21,1
outgrowing,10,1,1
outgrown,8,32,1
outgrows,8,2,1
outgrowth,9,2,1
outgrowths,10,1,1
outgun,6,1,1
outgunned,9,15,1
outgunning,10,0,0
outguns,7,0,0
outhouse,8,38,1
outhouses,9,5,1
outing,6,51,1
outings,7,11,1
outlandish,10,17,1
outlandishly,12,0,0
outlast,7,19,1
outlasted,9,3,1
outlasting,10,0,0
outlasts,8,2,1
outlaw,6,149,1
outlawed,8,45,1
outlawing,9,1,1
outlaws,7,93,1
outlay,6,6,1
outlays,7,2,1
outlet,6,102,1
outlets,7,45,1
outline,7,104,1
outlined,8,40,1
outlines,8,26,1
outlining,9,8,1
outlive,7,57,1
outlived,8,29,1
outlives,8,5,1
outliving,9,4,1
outlook,7,103,1
outlooks,8,0,0
outlying,8,17,1
outmaneuver,11,4,1
outmaneuvered,13,4,1
outmaneuvering,14,1,1
outmaneuvers,12,0,0
outmanoeuvre,12,3,1
outmanoeuvred,13,0,0
outmanoeuvres,13,0,0
outmanoeuvring,14,0,0
outmoded,8,8,1
outnumber,9,39,1
outnumbered,11,108,1
outnumbering,12,3,1
outnumbers,10,3,1
outpace,7,0,0
outpaced,8,1,1
outpaces,8,0,0
outpacing,9,2,1
outpatient,10,31,1
outpatients,11,2,1
outperform,10,3,1
outperformed,12,3,1
outperforming,13,0,0
outperforms,11,0,0
outplacement,12,2,1
outplay,7,2,1
outplayed,9,5,1
outplaying,10,1,1
outplays,8,0,0
outpoint,8,0,0
outpointed,10,0,0
outpointing,11,0,0
outpoints,9,0,0
outpost,7,67,1
outposts,8,18,1
outpouring,10,13,1
outpourings,11,1,1
output,6,71,1
outputs,7,1,1
outputted,9,0,0
outputting,10,0,0
outrage,7,160,1
outraged,8,66,1
outrageous,10,323,1
outrageously,12,0,0
outrages,8,6,1
outraging,9,0,0
outran,6,6,1
outrank,7,30,1
outranked,9,4,1
outranking,10,0,0
outranks,8,12,1
outre,5,0,0
outreach,8,24,1
outrider,8,0,0
outriders,9,1,1
outrigger,9,16,1
outriggers,10,1,1
outright,8,63,1
outrun,6,99,1
outrunning,10,6,1
outruns,7,2,1
outs,4,99,1
outscore,8,0,0
outscored,9,2,1
outscores,9,0,0
outscoring,10,1,1
outsell,7,2,1
outselling,10,4,1
outsells,8,8,1
outset,6,16,1
outshine,8,5,1
outshined,9,0,0
outshines,9,3,1
outshining,10,2,1
outshone,8,1,1
outside,7,8671,1
outsider,8,121,1
outsiders,9,87,1
outsides,8,8,1
outsize,7,1,1
outsized,8,3,1
outskirts,9,38,1
outsmart,8,39,1
outsmarted,10,38,1
outsmarting,11,5,1
outsmarts,9,2,1
outsold,7,3,1
outsource,9,4,1
outsourced,10,6,1
outsources,10,0,0
outsourcing,11,8,1
outspoken,9,25,1
outspokenly,11,0,0
outspokenness,13,1,1
outspread,9,0,0
outstanding,11,380,1
outstandingly,13,0,0
outstretched,12,20,1
outstrip,8,4,1
outstripped,11,1,1
outstripping,12,0,0
outstrips,9,2,1
outta,5,3185,1
outtake,7,7,1
outtakes,8,5,1
outvote,7,0,0
outvoted,8,4,1
outvotes,8,0,0
outvoting,9,0,0
outward,7,69,1
outwardly,9,0,0
outwards,8,7,1
outweigh,8,24,1
outweighed,10,1,1
outweighing,11,1,1
outweighs,9,13,1
outwit,6,30,1
outwith,7,0,0
outwits,7,0,0
outwitted,9,10,1
outwitting,10,1,1
outworker,9,0,0
outworkers,10,0,0
outworn,7,7,1
ouzo,4,18,1
ouzos,5,0,0
ova,3,14,1
oval,4,69,1
ovals,5,0,0
ovarian,7,17,1
ovaries,7,43,1
ovary,5,26,1
ovation,7,45,1
ovations,8,5,1
oven,4,453,1
ovenproof,9,0,0
ovens,5,29,1
ovenware,8,0,0
over,4,67488,1
overachieve,11,2,1
overachieved,12,0,0
overachiever,12,11,1
overachievers,13,3,1
overachieves,12,1,1
overachieving,13,1,1
overact,7,4,1
overacted,9,0,0
overacting,10,8,1
overactive,10,20,1
overacts,8,0,0
overage,7,5,1
overall,7,164,1
overalls,8,52,1
overarching,11,0,0
overarm,7,0,0
overate,7,2,1
overawe,7,1,1
overawed,8,0,0
overawes,8,0,0
overawing,9,0,0
overbalance,11,0,0
overbalanced,12,1,1
overbalances,12,0,0
overbalancing,13,0,0
overbearing,11,49,1
overbite,8,17,1
overbites,9,1,1
overblown,9,12,1
overboard,9,259,1
overbook,8,0,0
overbooked,10,20,1
overbooking,11,2,1
overbooks,9,0,0
overburden,10,1,1
overburdened,12,5,1
overburdening,13,1,1
overburdens,11,0,0
overcame,8,34,1
overcapacity,12,0,0
overcast,8,24,1
overcautious,12,0,0
overcharge,10,19,1
overcharged,11,14,1
overcharges,11,2,1
overcharging,12,10,1
overcoat,8,74,1
overcoats,9,16,1
overcome,8,316,1
overcomes,9,20,1
overcoming,10,27,1
overcompensate,14,5,1
overcompensated,15,0,0
overcompensates,15,4,1
overcompensating,16,14,1
overconfident,13,13,1
overcook,8,7,1
overcooked,10,16,1
overcooking,11,2,1
overcooks,9,0,0
overcrowd,9,1,1
overcrowded,11,23,1
overcrowding,12,6,1
overcrowds,10,0,0
overdeveloped,13,4,1
overdid,7,24,1
overdo,6,82,1
overdoes,8,6,1
overdoing,9,47,1
overdone,8,32,1
overdose,8,136,1
overdosed,9,20,1
overdoses,9,9,1
overdosing,10,2,1
overdraft,9,5,1
overdrafts,10,0,0
overdraw,8,0,0
overdrawing,11,0,0
overdrawn,9,11,1
overdraws,9,0,0
overdressed,11,31,1
overdrew,8,0,0
overdrive,9,29,1
overdub,7,2,1
overdubbed,10,2,1
overdubbing,11,1,1
overdubs,8,1,1
overdue,7,148,1
overeat,7,5,1
overeaten,9,0,0
overeating,10,4,1
overeats,8,1,1
overemphasis,12,1,1
overemphasise,13,0,0
overemphasised,14,1,1
overemphasises,14,0,0
overemphasising,15,0,0
overemphasize,13,0,0
overemphasized,14,1,1
overemphasizes,14,0,0
overemphasizing,15,0,0
overestimate,12,23,1
overestimated,13,21,1
overestimates,13,1,1
overestimating,14,13,1
overestimation,14,1,1
overestimations,15,0,0
overexcited,11,16,1
overexpose,10,1,1
overexposed,11,5,1
overexposes,11,0,0
overexposing,12,0,0
overexposure,12,4,1
overextend,10,1,1
overextended,12,21,1
overextending,13,0,0
overextends,11,0,0
overfishing,11,2,1
overflew,8,0,0
overflies,9,0,0
overflight,10,2,1
overflights,11,0,0
overflow,8,49,1
overflowed,10,14,1
overflowing,11,41,1
overflown,9,2,1
overflows,9,8,1
overfly,7,0,0
overflying,10,0,0
overgeneralise,14,0,0
overgeneralised,15,0,0
overgeneralises,15,0,0
overgeneralising,16,0,0
overgeneralize,14,0,0
overgeneralized,15,0,0
overgeneralizes,15,0,0
overgeneralizing,16,0,0
overground,10,0,0
overgrown,9,49,1
overgrowth,10,0,0
overhand,8,13,1
overhang,8,9,1
overhanging,11,4,1
overhangs,9,0,0
overhaul,8,24,1
overhauled,10,6,1
overhauling,11,2,1
overhauls,9,0,0
overhead,8,187,1
overheads,9,7,1
overhear,8,53,1
overheard,9,204,1
overhearing,11,44,1
overhears,9,2,1
overheat,8,18,1
overheated,10,23,1
overheating,11,19,1
overheats,9,2,1
overhung,8,1,1
overindulge,11,2,1
overindulged,12,0,0
overindulgence,14,1,1
overindulges,12,0,0
overindulging,13,2,1
overinflated,12,4,1
overjoyed,9,37,1
overkill,8,29,1
overlaid,8,2,1
overland,8,14,1
overlap,7,29,1
overlapped,10,9,1
overlapping,11,46,1
overlaps,8,3,1
overlay,7,31,1
overlaying,10,3,1
overlays,8,6,1
overleaf,8,2,1
overload,8,91,1
overloaded,10,52,1
overloading,11,17,1
overloads,9,4,1
overlong,8,1,1
overlook,8,148,1
overlooked,10,111,1
overlooking,11,69,1
overlooks,9,13,1
overlord,8,21,1
overlords,9,5,1
overly,6,0,0
overmanned,10,0,0
overmanning,11,0,0
overmuch,8,1,1
overnight,9,511,1
overnighted,11,0,0
overnighter,11,3,1
overnighters,12,0,0
overnighting,12,0,0
overnights,10,16,1
overoptimistic,14,0,0
overpaid,8,40,1
overpass,8,25,1
overpasses,10,0,0
overpay,7,2,1
overpaying,10,4,1
overpays,8,2,1
overplay,8,7,1
overplayed,10,6,1
overplaying,11,3,1
overplays,9,0,0
overpopulated,13,7,1
overpopulation,14,1,1
overpower,9,30,1
overpowered,11,22,1
overpowering,12,33,1
overpowers,10,4,1
overpriced,10,43,1
overprint,9,0,0
overprinted,11,0,0
overprinting,12,0,0
overprints,10,0,0
overproduce,11,1,1
overproduced,12,1,1
overproduces,12,0,0
overproducing,13,2,1
overproduction,14,3,1
overprotective,14,31,1
overqualified,13,16,1
overran,7,10,1
overrate,8,2,1
overrated,9,135,1
overrates,9,0,0
overrating,10,0,0
overreach,9,3,1
overreached,11,3,1
overreaches,11,0,0
overreaching,12,8,1
overreact,9,73,1
overreacted,11,84,1
overreacting,12,189,1
overreaction,12,14,1
overreactions,13,0,0
overreacts,10,8,1
overridden,10,13,1
override,8,263,1
overrides,9,14,1
overriding,10,20,1
overripe,8,3,1
overrode,8,8,1
overrule,8,15,1
overruled,9,172,1
overrules,9,1,1
overruling,10,3,1
overrun,7,85,1
overrunning,11,3,1
overruns,8,7,1
overs,5,6,1
oversaw,7,9,1
overseas,8,233,1
oversee,7,68,1
overseeing,10,29,1
overseen,8,4,1
overseer,8,21,1
overseers,9,9,1
oversees,8,11,1
oversell,8,6,1
overselling,11,1,1
oversells,9,0,0
oversensitive,13,6,1
oversexed,9,16,1
overshadow,10,7,1
overshadowed,12,12,1
overshadowing,13,2,1
overshadows,11,3,1
overshare,9,0,0
overshared,10,0,0
overshares,10,0,0
oversharing,11,0,0
overshoe,8,0,0
overshoes,9,0,0
overshoot,9,7,1
overshooting,12,4,1
overshoots,10,0,0
overshot,8,18,1
oversight,9,74,1
oversights,10,2,1
oversimplification,18,2,1
oversimplifications,19,0,0
oversimplified,14,4,1
oversimplifies,14,0,0
oversimplify,12,3,1
oversimplifying,15,14,1
oversize,8,0,0
oversized,9,47,1
oversleep,9,8,1
oversleeping,12,4,1
oversleeps,10,0,0
overslept,9,64,1
oversold,8,1,1
overspend,9,2,1
overspending,12,2,1
overspends,10,0,0
overspent,9,1,1
overspill,9,0,0
overstaffed,11,2,1
overstate,9,4,1
overstated,10,10,1
overstatement,13,4,1
overstatements,14,0,0
overstates,10,1,1
overstating,11,12,1
overstay,8,6,1
overstayed,10,14,1
overstaying,11,2,1
overstays,9,0,0
overstep,8,14,1
overstepped,11,13,1
overstepping,12,12,1
oversteps,9,1,1
overstimulation,15,1,1
overstock,9,2,1
overstocked,11,2,1
overstocking,12,0,0
overstocks,10,0,0
overstretch,11,0,0
overstretched,13,2,1
overstretches,13,0,0
overstretching,14,0,0
overstuffed,11,8,1
oversubscribed,14,0,0
overt,5,14,1
overtake,8,37,1
overtaken,9,24,1
overtakes,9,1,1
overtaking,10,6,1
overtax,7,2,1
overtaxed,9,3,1
overtaxes,9,0,0
overtaxing,10,0,0
overthink,9,10,1
overthinking,12,0,0
overthinks,10,0,0
overthought,11,0,0
overthrew,9,6,1
overthrow,9,69,1
overthrowing,12,8,1
overthrown,10,16,1
overthrows,10,6,1
overtime,8,318,1
overtired,9,10,1
overtly,7,0,0
overtone,8,3,1
overtones,9,20,1
overtook,8,9,1
overture,8,66,1
overtures,9,22,1
overturn,8,19,1
overturned,10,51,1
overturning,11,10,1
overturns,9,9,1
overuse,7,5,1
overused,8,9,1
overuses,8,0,0
overusing,9,4,1
overvalue,9,0,0
overvalued,10,9,1
overvalues,10,0,0
overvaluing,11,0,0
overview,8,22,1
overviews,9,1,1
overweening,11,4,1
overweight,10,93,1
overwhelm,9,35,1
overwhelmed,11,201,1
overwhelming,12,251,1
overwhelmingly,14,0,0
overwhelms,10,20,1
overwinter,10,0,0
overwintered,12,0,0
overwintering,13,0,0
overwinters,11,0,0
overwork,8,18,1
overworked,10,50,1
overworking,11,5,1
overworks,9,1,1
overwrite,9,5,1
overwrites,10,1,1
overwriting,11,1,1
overwritten,11,5,1
overwrote,9,0,0
overwrought,11,35,1
overzealous,11,29,1
oviduct,7,0,0
oviducts,8,0,0
ovoid,5,2,1
ovulate,7,5,1
ovulated,8,1,1
ovulates,8,0,0
ovulating,9,33,1
ovulation,9,9,1
ovum,4,7,1
owe,3,3782,1
owed,4,374,1
owes,4,478,1
owing,5,63,1
owl,3,286,1
owlish,6,0,0
owlishly,8,0,0
owls,4,108,1
own,3,0,0
owned,5,599,1
owner,5,1185,1
owners,6,292,1
ownership,9,116,1
owning,6,106,1
owns,4,976,1
oxen,4,22,1
oxford,6,132,1
oxfords,7,6,1
oxidation,9,13,1
oxide,5,61,1
oxides,6,1,1
oxidise,7,0,0
oxidised,8,0,0
oxidises,8,1,1
oxidising,9,0,0
oxidize,7,0,0
oxidized,8,12,1
oxidizes,8,1,1
oxidizing,9,2,1
oxtail,6,1,1
oxtails,7,0,0
oxyacetylene,12,1,1
oxygen,6,708,1
oxygenate,9,4,1
oxygenated,10,10,1
oxygenates,10,0,0
oxygenating,11,4,1
oxygenation,11,6,1
oxymora,7,0,0
oxymoron,8,14,1
oxymorons,9,1,1
oyez,4,19,1
oyster,6,156,1
oystercatcher,13,0,0
oystercatchers,14,0,0
oysters,7,193,1
ozone,5,109,1
paan,4,0,0
paans,5,0,0
pace,4,488,1
paced,5,14,1
pacemaker,9,38,1
pacemakers,10,6,1
paces,5,87,1
pacesetter,10,0,0
pacesetters,11,1,1
pacey,5,890,1
pachyderm,9,6,1
pachyderms,10,0,0
pacier,6,0,0
paciest,7,0,0
pacific,7,493,1
pacification,12,3,1
pacified,8,11,1
pacifier,8,20,1
pacifiers,9,3,1
pacifies,8,0,0
pacifism,8,7,1
pacifist,8,35,1
pacifists,9,8,1
pacify,6,20,1
pacifying,9,1,1
pacing,6,64,1
pack,4,2235,1
package,7,1162,1
packaged,8,26,1
packages,8,199,1
packaging,9,43,1
packed,6,904,1
packer,6,22,1
packers,7,38,1
packet,6,128,1
packets,7,47,1
packhorse,9,1,1
packhorses,10,2,1
packing,7,698,1
packs,5,231,1
pact,4,192,1
pacts,5,9,1
pacy,4,0,0
pad,3,415,1
padded,6,55,1
paddies,7,19,1
padding,7,49,1
paddle,6,191,1
paddleboat,10,0,0
paddleboats,11,0,0
paddled,7,9,1
paddles,7,111,1
paddling,8,46,1
paddock,7,17,1
paddocks,8,1,1
paddy,5,134,1
padlock,7,35,1
padlocked,9,16,1
padlocking,10,0,0
padlocks,8,10,1
padre,5,215,1
padres,6,11,1
pads,4,161,1
paean,5,3,1
paeans,6,0,0
paederast,9,0,0
paederasts,10,0,0
paediatric,10,1,1
paediatrician,13,6,1
paediatricians,14,0,0
paediatrics,11,2,1
paedophile,10,6,1
paedophiles,11,5,1
paedophilia,11,0,0
paella,6,14,1
paellas,7,0,0
pagan,5,69,1
paganism,8,1,1
pagans,6,16,1
page,4,1912,1
pageant,7,244,1
pageantry,9,10,1
pageants,8,27,1
pageboy,7,10,1
pageboys,8,2,1
paged,5,142,1
pager,5,147,1
pagers,6,13,1
pages,5,695,1
paginate,8,5,1
paginated,9,0,0
paginates,9,3,1
paginating,10,0,0
pagination,10,0,0
paging,6,104,1
pagoda,6,56,1
pagodas,7,1,1
paid,4,4369,1
pail,4,48,1
pailful,7,0,0
pailfuls,8,0,0
pails,5,6,1
pain,4,4995,1
pained,6,13,1
painful,7,773,1
painfully,9,0,0
paining,7,6,1
painkiller,10,27,1
painkillers,11,89,1
painkilling,11,0,0
painless,8,99,1
painlessly,10,0,0
pains,5,269,1
painstaking,11,12,1
painstakingly,13,0,0
paint,5,1877,1
paintball,9,38,1
paintbox,8,5,1
paintboxes,10,0,0
paintbrush,10,27,1
paintbrushes,12,3,1
painted,7,710,1
painter,7,344,1
painterly,9,1,1
painters,8,96,1
painting,8,1489,1
paintings,9,575,1
paints,6,139,1
paintwork,9,1,1
pair,4,1900,1
paired,6,33,1
pairing,7,24,1
pairings,8,3,1
pairs,5,212,1
paisley,7,32,1
paisleys,8,0,0
pajama,6,65,1
pajamas,7,297,1
pakora,6,0,0
pakoras,7,0,0
pal,3,2937,1
palace,6,979,1
palaces,7,41,1
palaeolithic,12,4,1
palaeontologist,15,4,1
palaeontologists,16,2,1
palaeontology,13,2,1
palatable,9,13,1
palatal,7,0,0
palate,6,50,1
palates,7,10,1
palatial,8,15,1
palaver,7,14,1
pale,4,409,1
paled,5,3,1
paleface,8,11,1
palefaces,9,2,1
paleness,8,1,1
paleolithic,11,3,1
paleontologist,14,17,1
paleontologists,15,6,1
paleontology,12,21,1
paler,5,13,1
pales,5,11,1
palest,6,2,1
palette,7,29,1
palettes,8,1,1
palimony,8,5,1
palimpsest,10,0,0
palimpsests,11,0,0
palindrome,10,8,1
palindromes,11,1,1
paling,6,0,0
palings,7,0,0
palisade,8,0,0
palisades,9,29,1
pall,4,23,1
pallbearer,10,11,1
pallbearers,11,16,1
palled,6,1,1
pallet,6,21,1
pallets,7,7,1
palliate,8,0,0
palliated,9,0,0
palliates,9,0,0
palliating,10,1,1
palliative,10,3,1
palliatives,11,0,0
